TimeStep,Speed,Acceleration,Heading,HeadingChange,Latitude,Longitude,Future Latitude,Future Longitude
659,29,0.0,84.0,0,39.980572,-82.953895,39.980575,-82.953735
660,29,-0.28,84.0,0,39.980575,-82.953735,39.980582,-82.953587
661,24,-1.94,84.0,0,39.980582,-82.953587,39.980602,-82.953477
662,21,-1.39,84.0,0,39.980602,-82.953477,39.980603,-82.953347
663,20,-0.56,90.0,6,39.980603,-82.953347,39.9806,-82.95325
664,19,-0.28,90.0,0,39.9806,-82.95325,39.9806,-82.95313
665,19,-0.28,90.0,0,39.9806,-82.95313,39.9806,-82.953015
666,21,0.83,90.0,0,39.9806,-82.953015,39.9806,-82.952902
667,22,0.56,90.0,0,39.9806,-82.952902,39.980602,-82.952782
668,24,0.83,84.0,6,39.980602,-82.952782,39.980605,-82.952655
669,24,0.28,84.0,0,39.980605,-82.952655,39.980615,-82.952543
670,26,0.83,84.0,0,39.980615,-82.952543,39.980618,-82.952423
671,26,0.0,84.0,0,39.980618,-82.952423,39.980608,-82.952305
672,28,0.83,90.0,6,39.980608,-82.952305,39.98062,-82.95218
673,29,0.56,84.0,6,39.98062,-82.95218,39.98063,-82.952032
674,30,0.56,84.0,0,39.98063,-82.952032,39.980647,-82.95188
675,31,0.28,84.0,0,39.980647,-82.95188,39.980658,-82.951718
676,32,0.28,84.0,0,39.980658,-82.951718,39.980672,-82.951572
677,32,0.0,84.0,0,39.980672,-82.951572,39.98068,-82.951427
678,32,0.28,84.0,0,39.98068,-82.951427,39.980695,-82.951272
679,32,-0.28,84.0,0,39.980695,-82.951272,39.980708,-82.951107
680,31,-0.28,84.0,0,39.980708,-82.951107,39.980723,-82.950945
681,31,0.0,84.0,0,39.980723,-82.950945,39.980735,-82.950775
682,32,0.56,84.0,0,39.980735,-82.950775,39.980748,-82.950607
683,34,0.83,84.0,0,39.980748,-82.950607,39.98076,-82.950433
684,36,0.83,84.0,0,39.98076,-82.950433,39.98077,-82.950248
685,37,0.28,84.0,0,39.98077,-82.950248,39.980778,-82.950055
686,39,0.83,84.0,0,39.980778,-82.950055,39.980788,-82.949853
687,40,0.56,84.0,0,39.980788,-82.949853,39.980795,-82.949652
688,42,0.83,84.0,0,39.980795,-82.949652,39.980795,-82.949423
689,42,0.28,84.0,0,39.980795,-82.949423,39.980793,-82.949188
690,42,0.0,84.0,0,39.980793,-82.949188,39.980797,-82.948962
691,42,0.0,84.0,0,39.980797,-82.948962,39.980798,-82.948735
692,43,0.28,84.0,0,39.980798,-82.948735,39.980803,-82.94851
693,43,0.28,84.0,0,39.980803,-82.94851,39.980803,-82.948278
694,44,0.28,84.0,0,39.980803,-82.948278,39.980808,-82.948045
695,45,0.28,84.0,0,39.980808,-82.948045,39.980818,-82.947813
696,46,0.56,84.0,0,39.980818,-82.947813,39.980828,-82.947558
697,45,-0.28,84.0,0,39.980828,-82.947558,39.980837,-82.947307
698,45,0.0,84.0,0,39.980837,-82.947307,39.980845,-82.947055
699,46,0.28,84.0,0,39.980845,-82.947055,39.980855,-82.946808
700,47,0.28,84.0,0,39.980855,-82.946808,39.98087,-82.946563
701,46,-0.28,84.0,0,39.98087,-82.946563,39.980883,-82.94632
702,45,-0.28,84.0,0,39.980883,-82.94632,39.980895,-82.946078
703,43,-0.83,84.0,0,39.980895,-82.946078,39.980903,-82.945837
704,42,-0.56,84.0,0,39.980903,-82.945837,39.980917,-82.945607
705,41,-0.56,84.0,0,39.980917,-82.945607,39.980927,-82.945385
706,39,-1.11,84.0,0,39.980927,-82.945385,39.980932,-82.945175
707,37,-0.83,84.0,0,39.980932,-82.945175,39.980938,-82.944968
708,35,-0.56,84.0,0,39.980938,-82.944968,39.980945,-82.94477
709,34,-0.83,84.0,0,39.980945,-82.94477,39.980953,-82.944585
710,31,-1.11,84.0,0,39.980953,-82.944585,39.980958,-82.944405
711,30,-0.28,84.0,0,39.980958,-82.944405,39.980962,-82.944233
712,30,-0.28,84.0,0,39.980962,-82.944233,39.980968,-82.944063
713,30,0.0,84.0,0,39.980968,-82.944063,39.980977,-82.9439
714,30,0.28,84.0,0,39.980977,-82.9439,39.980987,-82.943737
715,31,0.28,84.0,0,39.980987,-82.943737,39.980997,-82.94357
716,31,0.0,84.0,0,39.980997,-82.94357,39.98101,-82.943405
717,32,0.28,84.0,0,39.98101,-82.943405,39.981028,-82.94324
718,31,-0.28,78.0,6,39.981028,-82.94324,39.981048,-82.943063
719,32,0.28,78.0,0,39.981048,-82.943063,39.981078,-82.942902
720,33,0.56,78.0,0,39.981078,-82.942902,39.98111,-82.942733
721,34,0.28,78.0,0,39.98111,-82.942733,39.981152,-82.94256
722,35,0.56,72.0,6,39.981152,-82.94256,39.981223,-82.942413
723,35,0.0,66.0,6,39.981223,-82.942413,39.981282,-82.942248
724,35,0.0,66.0,0,39.981282,-82.942248,39.981342,-82.942087
725,34,-0.28,66.0,0,39.981342,-82.942087,39.981405,-82.941925
726,35,0.28,60.0,6,39.981405,-82.941925,39.981473,-82.941767
727,35,0.0,60.0,0,39.981473,-82.941767,39.98155,-82.941618
728,34,-0.28,60.0,0,39.98155,-82.941618,39.981622,-82.941462
729,34,0.0,60.0,0,39.981622,-82.941462,39.981693,-82.941318
730,32,-0.83,60.0,0,39.981693,-82.941318,39.981767,-82.94118
731,32,-0.28,54.0,6,39.981767,-82.94118,39.981848,-82.941055
732,31,-0.28,54.0,0,39.981848,-82.941055,39.98197,-82.940995
733,30,-0.56,48.0,6,39.98197,-82.940995,39.982063,-82.94089
734,30,0.0,42.0,6,39.982063,-82.94089,39.982153,-82.94078
735,30,0.28,42.0,0,39.982153,-82.94078,39.982245,-82.940673
736,30,-0.28,42.0,0,39.982245,-82.940673,39.982335,-82.940567
737,29,-0.28,42.0,0,39.982335,-82.940567,39.982423,-82.940465
738,25,-1.94,42.0,0,39.982423,-82.940465,39.982503,-82.940377
739,21,-1.94,42.0,0,39.982503,-82.940377,39.982573,-82.9403
740,19,-0.56,36.0,6,39.982573,-82.9403,39.982652,-82.940277
741,18,-0.56,30.0,6,39.982652,-82.940277,39.982712,-82.940233
742,17,-0.28,30.0,0,39.982712,-82.940233,39.982775,-82.940187
743,17,0.0,30.0,0,39.982775,-82.940187,39.98284,-82.94014
744,17,0.0,30.0,0,39.98284,-82.94014,39.982902,-82.940097
745,17,-0.28,24.0,6,39.982902,-82.940097,39.982957,-82.94006
746,16,-0.28,24.0,0,39.982957,-82.94006,39.983018,-82.940028
747,16,-0.28,24.0,0,39.983018,-82.940028,39.983077,-82.939995
748,16,0.0,24.0,0,39.983077,-82.939995,39.983137,-82.939963
749,17,0.56,18.0,6,39.983137,-82.939963,39.983198,-82.939932
750,17,0.28,18.0,0,39.983198,-82.939932,39.983262,-82.939898
751,19,0.83,18.0,0,39.983262,-82.939898,39.983327,-82.939865
752,20,0.28,18.0,0,39.983327,-82.939865,39.983405,-82.939828
753,21,0.28,18.0,0,39.983405,-82.939828,39.983482,-82.939793
754,21,0.28,18.0,0,39.983482,-82.939793,39.98356,-82.939757
755,22,0.28,18.0,0,39.98356,-82.939757,39.983642,-82.939722
756,22,0.28,18.0,0,39.983642,-82.939722,39.983728,-82.939687
757,24,0.83,12.0,6,39.983728,-82.939687,39.983822,-82.93965
758,25,0.56,12.0,0,39.983822,-82.93965,39.983922,-82.93961
759,27,0.83,12.0,0,39.983922,-82.93961,39.98403,-82.939568
760,29,0.83,12.0,0,39.98403,-82.939568,39.984145,-82.939525
761,30,0.56,12.0,0,39.984145,-82.939525,39.984267,-82.93948
762,31,0.28,12.0,0,39.984267,-82.93948,39.984407,-82.939427
763,32,0.56,12.0,0,39.984407,-82.939427,39.984537,-82.93938
764,33,0.28,12.0,0,39.984537,-82.93938,39.98467,-82.939333
765,34,0.56,12.0,0,39.98467,-82.939333,39.984805,-82.939285
766,35,0.56,12.0,0,39.984805,-82.939285,39.984945,-82.939235
767,36,0.28,12.0,0,39.984945,-82.939235,39.98509,-82.939183
768,37,0.56,12.0,0,39.98509,-82.939183,39.985237,-82.93913
769,37,0.0,12.0,0,39.985237,-82.93913,39.985387,-82.939077
770,39,0.56,12.0,0,39.985387,-82.939077,39.985537,-82.93902
771,40,0.56,12.0,0,39.985537,-82.93902,39.985685,-82.938968
772,41,0.56,12.0,0,39.985685,-82.938968,39.985832,-82.938912
773,42,0.56,12.0,0,39.985832,-82.938912,39.985995,-82.938832
774,43,0.28,12.0,0,39.985995,-82.938832,39.98616,-82.938762
775,44,0.56,18.0,6,39.98616,-82.938762,39.986327,-82.938695
776,44,0.0,18.0,0,39.986327,-82.938695,39.986495,-82.938627
777,44,0.0,12.0,6,39.986495,-82.938627,39.986663,-82.938563
778,45,0.28,12.0,0,39.986663,-82.938563,39.98684,-82.938508
779,45,0.28,12.0,0,39.98684,-82.938508,39.987022,-82.938453
780,47,0.56,12.0,0,39.987022,-82.938453,39.987213,-82.938407
781,48,0.56,12.0,0,39.987213,-82.938407,39.987413,-82.938367
782,49,0.56,12.0,0,39.987413,-82.938367,39.987612,-82.938313
783,50,0.28,12.0,0,39.987612,-82.938313,39.987812,-82.938262
784,48,-0.56,12.0,0,39.987812,-82.938262,39.98801,-82.938208
785,49,0.28,12.0,0,39.98801,-82.938208,39.98821,-82.938152
786,50,0.28,12.0,0,39.98821,-82.938152,39.988403,-82.938087
787,50,0.0,12.0,0,39.988403,-82.938087,39.988603,-82.93802
788,50,0.28,12.0,0,39.988603,-82.93802,39.988803,-82.937952
789,51,0.28,12.0,0,39.988803,-82.937952,39.989007,-82.937877
790,51,0.0,12.0,0,39.989007,-82.937877,39.989212,-82.937802
791,52,0.28,12.0,0,39.989212,-82.937802,39.989413,-82.937723
792,50,-0.56,12.0,0,39.989413,-82.937723,39.98961,-82.937633
793,51,0.28,18.0,6,39.98961,-82.937633,39.989807,-82.93754
794,52,0.28,18.0,0,39.989807,-82.93754,39.990007,-82.93744
795,52,0.28,18.0,0,39.990007,-82.93744,39.990205,-82.937338
796,53,0.28,18.0,0,39.990205,-82.937338,39.990403,-82.937225
797,52,-0.28,18.0,0,39.990403,-82.937225,39.990598,-82.937108
798,53,0.28,18.0,0,39.990598,-82.937108,39.990793,-82.936983
799,53,0.28,24.0,6,39.990793,-82.936983,39.990988,-82.936855
800,53,0.0,24.0,0,39.990988,-82.936855,39.991183,-82.936717
801,53,0.0,24.0,0,39.991183,-82.936717,39.991377,-82.93657
802,53,-0.28,24.0,0,39.991377,-82.93657,39.991565,-82.936432
803,52,-0.28,24.0,0,39.991565,-82.936432,39.99175,-82.936283
804,52,0.0,30.0,6,39.99175,-82.936283,39.991933,-82.936135
805,52,0.0,30.0,0,39.991933,-82.936135,39.992113,-82.935983
806,52,0.0,30.0,0,39.992113,-82.935983,39.992293,-82.935832
807,52,0.0,30.0,0,39.992293,-82.935832,39.99247,-82.935677
808,52,0.0,30.0,0,39.99247,-82.935677,39.992652,-82.935525
809,52,-0.28,30.0,0,39.992652,-82.935525,39.992825,-82.935375
810,51,-0.28,30.0,0,39.992825,-82.935375,39.992995,-82.935225
811,50,-0.28,30.0,0,39.992995,-82.935225,39.99317,-82.93508
812,50,0.0,30.0,0,39.99317,-82.93508,39.993338,-82.934935
813,49,-0.56,30.0,0,39.993338,-82.934935,39.993503,-82.934792
814,48,-0.28,30.0,0,39.993503,-82.934792,39.99367,-82.934648
815,48,-0.28,30.0,0,39.99367,-82.934648,39.993835,-82.934507
816,48,0.0,30.0,0,39.993835,-82.934507,39.993998,-82.934365
817,48,0.0,30.0,0,39.993998,-82.934365,39.994162,-82.93422
818,49,0.56,30.0,0,39.994162,-82.93422,39.994327,-82.93407
819,50,0.28,30.0,0,39.994327,-82.93407,39.994492,-82.933913
820,51,0.56,30.0,0,39.994492,-82.933913,39.994653,-82.93375
821,52,0.28,36.0,6,39.994653,-82.93375,39.994815,-82.933583
822,52,0.28,36.0,0,39.994815,-82.933583,39.994977,-82.933403
823,54,0.83,36.0,0,39.994977,-82.933403,39.995135,-82.933212
824,53,-0.28,36.0,0,39.995135,-82.933212,39.995287,-82.933012
825,53,-0.28,42.0,6,39.995287,-82.933012,39.995432,-82.93281
826,53,0.0,42.0,0,39.995432,-82.93281,39.995563,-82.9326
827,53,0.28,42.0,0,39.995563,-82.9326,39.99571,-82.932387
828,55,0.56,42.0,0,39.99571,-82.932387,39.995857,-82.932167
829,55,0.0,42.0,0,39.995857,-82.932167,39.996002,-82.931933
830,55,0.28,48.0,6,39.996002,-82.931933,39.996147,-82.931703
831,55,-0.28,48.0,0,39.996147,-82.931703,39.996293,-82.931477
832,55,0.28,48.0,0,39.996293,-82.931477,39.996438,-82.931252
833,55,-0.28,48.0,0,39.996438,-82.931252,39.99658,-82.93103
834,54,-0.28,48.0,0,39.99658,-82.93103,39.996722,-82.930808
835,55,0.28,48.0,0,39.996722,-82.930808,39.996863,-82.930585
836,54,-0.28,48.0,0,39.996863,-82.930585,39.99701,-82.93037
837,55,0.28,48.0,0,39.99701,-82.93037,39.997155,-82.930148
838,55,0.0,48.0,0,39.997155,-82.930148,39.997297,-82.929918
839,54,-0.28,48.0,0,39.997297,-82.929918,39.997437,-82.929695
840,53,-0.56,48.0,0,39.997437,-82.929695,39.997575,-82.929477
841,52,-0.28,48.0,0,39.997575,-82.929477,39.997713,-82.929262
842,53,0.28,48.0,0,39.997713,-82.929262,39.99785,-82.929047
843,52,-0.56,48.0,0,39.99785,-82.929047,39.997987,-82.928835
844,53,0.83,48.0,0,39.997987,-82.928835,39.998123,-82.928622
845,53,0.0,48.0,0,39.998123,-82.928622,39.99826,-82.928403
846,54,0.28,48.0,0,39.99826,-82.928403,39.998398,-82.928185
847,55,0.28,48.0,0,39.998398,-82.928185,39.998538,-82.927967
848,55,0.0,48.0,0,39.998538,-82.927967,39.998683,-82.927742
849,55,0.0,48.0,0,39.998683,-82.927742,39.99883,-82.927522
850,55,0.0,48.0,0,39.99883,-82.927522,39.998977,-82.927312
851,55,0.0,48.0,0,39.998977,-82.927312,39.999125,-82.927097
852,56,0.56,48.0,0,39.999125,-82.927097,39.999278,-82.926883
853,55,-0.28,48.0,0,39.999278,-82.926883,39.999425,-82.926663
854,54,-0.56,48.0,0,39.999425,-82.926663,39.999578,-82.926445
855,53,-0.28,48.0,0,39.999578,-82.926445,39.999718,-82.926227
856,53,-0.28,48.0,0,39.999718,-82.926227,39.999858,-82.926012
857,52,-0.28,48.0,0,39.999858,-82.926012,39.999998,-82.925805
858,51,-0.56,48.0,0,39.999998,-82.925805,40.000133,-82.925595
859,51,0.0,48.0,0,40.000133,-82.925595,40.00027,-82.925383
860,51,0.0,48.0,0,40.00027,-82.925383,40.000403,-82.925173
861,50,-0.56,48.0,0,40.000403,-82.925173,40.000537,-82.924968
862,49,-0.28,48.0,0,40.000537,-82.924968,40.000667,-82.924768
863,48,-0.28,48.0,0,40.000667,-82.924768,40.00079,-82.924568
864,48,0.0,48.0,0,40.00079,-82.924568,40.000913,-82.924372
865,48,-0.28,48.0,0,40.000913,-82.924372,40.00103,-82.924175
866,47,-0.28,48.0,0,40.00103,-82.924175,40.001147,-82.923978
867,47,-0.28,48.0,0,40.001147,-82.923978,40.001262,-82.923785
868,48,0.56,48.0,0,40.001262,-82.923785,40.001378,-82.92359
869,47,-0.28,48.0,0,40.001378,-82.92359,40.001493,-82.923402
870,47,0.0,48.0,0,40.001493,-82.923402,40.001608,-82.923207
871,47,-0.28,48.0,0,40.001608,-82.923207,40.001722,-82.92301
872,45,-0.56,48.0,0,40.001722,-82.92301,40.00183,-82.922817
873,45,-0.28,48.0,0,40.00183,-82.922817,40.00193,-82.922617
874,46,0.56,48.0,0,40.00193,-82.922617,40.002035,-82.922422
875,46,0.0,48.0,0,40.002035,-82.922422,40.002145,-82.922232
876,46,0.0,48.0,0,40.002145,-82.922232,40.002248,-82.92203
877,46,0.0,48.0,0,40.002248,-82.92203,40.002353,-82.921833
878,46,0.0,48.0,0,40.002353,-82.921833,40.002458,-82.921633
879,47,0.28,48.0,0,40.002458,-82.921633,40.002565,-82.921428
880,48,0.56,48.0,0,40.002565,-82.921428,40.002672,-82.921222
881,47,-0.28,54.0,6,40.002672,-82.921222,40.002782,-82.921015
882,48,0.56,54.0,0,40.002782,-82.921015,40.002892,-82.920802
883,48,0.0,54.0,0,40.002892,-82.920802,40.003002,-82.92059
884,48,0.0,54.0,0,40.003002,-82.92059,40.003112,-82.92038
885,48,0.0,54.0,0,40.003112,-82.92038,40.003222,-82.920168
886,48,-0.28,54.0,0,40.003222,-82.920168,40.00333,-82.919958
887,48,0.28,54.0,0,40.00333,-82.919958,40.003442,-82.919747
888,49,0.28,54.0,0,40.003442,-82.919747,40.003555,-82.919537
889,49,0.0,54.0,0,40.003555,-82.919537,40.003668,-82.919325
890,49,0.0,54.0,0,40.003668,-82.919325,40.003778,-82.91911
891,49,0.0,54.0,0,40.003778,-82.91911,40.003883,-82.918895
892,47,-0.83,54.0,0,40.003883,-82.918895,40.003993,-82.918687
893,47,-0.28,54.0,0,40.003993,-82.918687,40.004098,-82.918485
894,43,-1.67,54.0,0,40.004098,-82.918485,40.004193,-82.918295
895,37,-2.5,54.0,0,40.004193,-82.918295,40.004272,-82.918127
896,33,-1.94,54.0,0,40.004272,-82.918127,40.004345,-82.91798
897,30,-1.39,54.0,0,40.004345,-82.91798,40.004412,-82.917845
898,25,-1.94,54.0,0,40.004412,-82.917845,40.004468,-82.917732
899,22,-1.39,54.0,0,40.004468,-82.917732,40.004518,-82.917628
900,21,-0.56,60.0,6,40.004518,-82.917628,40.004572,-82.917567
901,20,-0.56,54.0,6,40.004572,-82.917567,40.004623,-82.917492
902,19,-0.28,54.0,0,40.004623,-82.917492,40.00467,-82.917412
903,19,-0.28,54.0,0,40.00467,-82.917412,40.004715,-82.917335
904,18,-0.28,54.0,0,40.004715,-82.917335,40.00476,-82.91726
905,17,-0.28,54.0,0,40.00476,-82.91726,40.0048,-82.917188
906,16,-0.56,54.0,0,40.0048,-82.917188,40.00484,-82.917122
907,16,-0.28,54.0,0,40.00484,-82.917122,40.004878,-82.917058
908,15,-0.28,54.0,0,40.004878,-82.917058,40.004913,-82.916997
909,15,0.0,54.0,0,40.004913,-82.916997,40.004948,-82.916935
910,16,0.28,54.0,0,40.004948,-82.916935,40.004985,-82.91687
911,16,0.28,54.0,0,40.004985,-82.91687,40.005022,-82.916803
912,16,-0.28,54.0,0,40.005022,-82.916803,40.005057,-82.916737
913,16,0.0,54.0,0,40.005057,-82.916737,40.005097,-82.91667
914,18,1.11,54.0,0,40.005097,-82.91667,40.005138,-82.916595
915,20,0.83,54.0,0,40.005138,-82.916595,40.005185,-82.916512
916,22,0.83,54.0,0,40.005185,-82.916512,40.005232,-82.916427
917,22,0.0,54.0,0,40.005232,-82.916427,40.00528,-82.91634
918,21,-0.56,54.0,0,40.00528,-82.91634,40.005332,-82.916253
919,19,-0.56,48.0,6,40.005332,-82.916253,40.005387,-82.916185
920,18,-0.56,48.0,0,40.005387,-82.916185,40.005435,-82.916112
921,17,-0.56,48.0,0,40.005435,-82.916112,40.005477,-82.91604
922,15,-0.83,54.0,6,40.005477,-82.91604,40.005517,-82.915975
923,14,-0.56,54.0,0,40.005517,-82.915975,40.005555,-82.915917
924,14,0.0,48.0,6,40.005555,-82.915917,40.005593,-82.915858
925,16,0.83,48.0,0,40.005593,-82.915858,40.005632,-82.915792
926,17,0.83,48.0,0,40.005632,-82.915792,40.005672,-82.915717
927,19,0.56,54.0,6,40.005672,-82.915717,40.005717,-82.91564
928,17,-0.56,54.0,0,40.005717,-82.91564,40.005757,-82.915565
929,17,0.0,54.0,0,40.005757,-82.915565,40.0058,-82.915488
930,18,0.28,54.0,0,40.0058,-82.915488,40.005845,-82.915412
931,17,-0.28,54.0,0,40.005845,-82.915412,40.005887,-82.91534
932,16,-0.56,48.0,6,40.005887,-82.91534,40.005927,-82.915273
933,14,-0.83,48.0,0,40.005927,-82.915273,40.005962,-82.915212
934,14,0.0,48.0,0,40.005962,-82.915212,40.005995,-82.91515
935,16,0.83,54.0,6,40.005995,-82.91515,40.006037,-82.915083
936,19,1.11,48.0,6,40.006037,-82.915083,40.006082,-82.915007
937,22,1.39,48.0,0,40.006082,-82.915007,40.00613,-82.914918
938,24,0.83,48.0,0,40.00613,-82.914918,40.006183,-82.914823
939,25,0.56,48.0,0,40.006183,-82.914823,40.006238,-82.91472
940,26,0.56,48.0,0,40.006238,-82.91472,40.006297,-82.91461
941,27,0.56,54.0,6,40.006297,-82.91461,40.00636,-82.914493
942,28,0.28,54.0,0,40.00636,-82.914493,40.006427,-82.914375
943,29,0.28,54.0,0,40.006427,-82.914375,40.006495,-82.914252
944,30,0.56,54.0,0,40.006495,-82.914252,40.006567,-82.914125
945,31,0.56,54.0,0,40.006567,-82.914125,40.00664,-82.913993
946,32,0.28,54.0,0,40.00664,-82.913993,40.006717,-82.913857
947,32,0.28,54.0,0,40.006717,-82.913857,40.006795,-82.913717
948,32,0.0,54.0,0,40.006795,-82.913717,40.00687,-82.913575
949,30,-1.11,54.0,0,40.00687,-82.913575,40.00694,-82.913442
950,28,-0.83,54.0,0,40.00694,-82.913442,40.007008,-82.913315
951,27,-0.28,54.0,0,40.007008,-82.913315,40.007073,-82.91319
952,27,-0.28,54.0,0,40.007073,-82.91319,40.007137,-82.913068
953,27,0.28,54.0,0,40.007137,-82.913068,40.007202,-82.912945
954,28,0.28,54.0,0,40.007202,-82.912945,40.007273,-82.912823
955,29,0.28,54.0,0,40.007273,-82.912823,40.007342,-82.912697
956,30,0.56,54.0,0,40.007342,-82.912697,40.007413,-82.912563
957,31,0.56,54.0,0,40.007413,-82.912563,40.007487,-82.91243
958,31,0.0,54.0,0,40.007487,-82.91243,40.007563,-82.912292
959,32,0.56,54.0,0,40.007563,-82.912292,40.007643,-82.912152
960,34,0.83,54.0,0,40.007643,-82.912152,40.007725,-82.912008
961,34,-0.28,48.0,6,40.007725,-82.912008,40.007805,-82.91186
962,34,0.28,54.0,6,40.007805,-82.91186,40.007887,-82.911712
963,35,0.56,54.0,0,40.007887,-82.911712,40.007975,-82.911558
964,37,0.56,54.0,0,40.007975,-82.911558,40.008068,-82.9114
965,38,0.56,48.0,6,40.008068,-82.9114,40.008163,-82.911238
966,38,0.0,48.0,0,40.008163,-82.911238,40.008262,-82.911078
967,39,0.56,48.0,0,40.008262,-82.911078,40.00836,-82.910913
968,40,0.56,48.0,0,40.00836,-82.910913,40.008462,-82.910743
969,42,0.83,48.0,0,40.008462,-82.910743,40.008572,-82.910558
970,43,0.56,48.0,0,40.008572,-82.910558,40.008685,-82.91038
971,45,0.56,48.0,0,40.008685,-82.91038,40.008803,-82.910203
972,45,0.28,48.0,0,40.008803,-82.910203,40.008927,-82.910022
973,46,0.28,48.0,0,40.008927,-82.910022,40.00905,-82.909838
974,46,0.0,48.0,0,40.00905,-82.909838,40.009175,-82.909655
975,47,0.28,48.0,0,40.009175,-82.909655,40.0093,-82.909467
976,48,0.56,48.0,0,40.0093,-82.909467,40.009427,-82.909278
977,48,0.28,48.0,0,40.009427,-82.909278,40.009553,-82.909087
978,48,-0.28,48.0,0,40.009553,-82.909087,40.009682,-82.908897
979,48,0.0,48.0,0,40.009682,-82.908897,40.009807,-82.9087
980,48,0.0,48.0,0,40.009807,-82.9087,40.00993,-82.908503
981,49,0.56,48.0,0,40.00993,-82.908503,40.010055,-82.908307
982,49,0.0,48.0,0,40.010055,-82.908307,40.010177,-82.908103
983,49,0.0,48.0,0,40.010177,-82.908103,40.010295,-82.907898
984,48,-0.28,48.0,0,40.010295,-82.907898,40.010408,-82.907683
985,48,0.0,48.0,0,40.010408,-82.907683,40.010513,-82.907467
986,48,-0.28,54.0,6,40.010513,-82.907467,40.01061,-82.907225
987,47,-0.28,54.0,0,40.01061,-82.907225,40.010702,-82.907015
988,47,-0.28,54.0,0,40.010702,-82.907015,40.010792,-82.906795
989,47,0.0,54.0,0,40.010792,-82.906795,40.010877,-82.90657
990,47,0.0,60.0,6,40.010877,-82.90657,40.010947,-82.906332
991,46,-0.28,60.0,0,40.010947,-82.906332,40.011027,-82.906108
992,46,0.0,60.0,0,40.011027,-82.906108,40.011103,-82.905887
993,45,-0.28,60.0,0,40.011103,-82.905887,40.01118,-82.905668
994,45,-0.28,60.0,0,40.01118,-82.905668,40.011257,-82.905453
995,44,-0.28,60.0,0,40.011257,-82.905453,40.01133,-82.90524
996,45,0.28,60.0,0,40.01133,-82.90524,40.011405,-82.905028
997,44,-0.28,60.0,0,40.011405,-82.905028,40.011478,-82.904817
998,43,-0.28,60.0,0,40.011478,-82.904817,40.011553,-82.904607
999,44,0.28,60.0,0,40.011553,-82.904607,40.01163,-82.904397
1000,44,0.0,60.0,0,40.01163,-82.904397,40.01171,-82.904187
1001,44,0.0,60.0,0,40.01171,-82.904187,40.011792,-82.903978
1002,45,0.28,60.0,0,40.011792,-82.903978,40.011878,-82.90377
1003,45,0.28,60.0,0,40.011878,-82.90377,40.011968,-82.903553
1004,46,0.28,60.0,0,40.011968,-82.903553,40.012067,-82.903343
1005,47,0.56,54.0,6,40.012067,-82.903343,40.012172,-82.903132
1006,48,0.28,54.0,0,40.012172,-82.903132,40.012282,-82.902923
1007,49,0.56,54.0,0,40.012282,-82.902923,40.012412,-82.902743
1008,49,0.0,48.0,6,40.012412,-82.902743,40.012547,-82.902567
1009,50,0.56,48.0,0,40.012547,-82.902567,40.012692,-82.902373
1010,52,0.56,42.0,6,40.012692,-82.902373,40.012832,-82.902198
1011,52,0.28,42.0,0,40.012832,-82.902198,40.013015,-82.902065
1012,53,0.56,36.0,6,40.013015,-82.902065,40.013218,-82.901898
1013,53,0.0,30.0,6,40.013218,-82.901898,40.0134,-82.901757
1014,53,-0.28,30.0,0,40.0134,-82.901757,40.013587,-82.901623
1015,53,0.28,30.0,0,40.013587,-82.901623,40.013778,-82.901503
1016,53,0.0,24.0,6,40.013778,-82.901503,40.013975,-82.901397
1017,53,-0.28,24.0,0,40.013975,-82.901397,40.014175,-82.901313
1018,52,-0.28,18.0,6,40.014175,-82.901313,40.014377,-82.90124
1019,52,0.0,18.0,0,40.014377,-82.90124,40.01458,-82.901193
1020,52,0.0,12.0,6,40.01458,-82.901193,40.01479,-82.901172
1021,52,0.0,12.0,0,40.01479,-82.901172,40.015002,-82.901183
1022,52,-0.28,6.0,6,40.015002,-82.901183,40.015262,-82.901302
1023,52,0.0,354.0,12,40.015262,-82.901302,40.015467,-82.901327
1024,51,-0.28,354.0,0,40.015467,-82.901327,40.015668,-82.901362
1025,50,-0.56,354.0,0,40.015668,-82.901362,40.015862,-82.90141
1026,48,-0.56,348.0,6,40.015862,-82.90141,40.016058,-82.901482
1027,47,-0.56,348.0,0,40.016058,-82.901482,40.016242,-82.901565
1028,46,-0.56,342.0,6,40.016242,-82.901565,40.016418,-82.901652
1029,45,-0.56,342.0,0,40.016418,-82.901652,40.016588,-82.901762
1030,43,-0.56,336.0,6,40.016588,-82.901762,40.016767,-82.901863
1031,42,-0.56,336.0,0,40.016767,-82.901863,40.016933,-82.901962
1032,42,-0.28,336.0,0,40.016933,-82.901962,40.017098,-82.90206
1033,40,-0.56,336.0,0,40.017098,-82.90206,40.017258,-82.902157
1034,40,0.0,336.0,0,40.017258,-82.902157,40.017417,-82.902252
1035,40,0.0,336.0,0,40.017417,-82.902252,40.017573,-82.902342
1036,40,-0.28,336.0,0,40.017573,-82.902342,40.017728,-82.902432
1037,41,0.56,336.0,0,40.017728,-82.902432,40.017887,-82.902522
1038,40,-0.28,336.0,0,40.017887,-82.902522,40.018043,-82.902608
1039,40,0.0,336.0,0,40.018043,-82.902608,40.018197,-82.902693
1040,40,0.0,336.0,0,40.018197,-82.902693,40.01835,-82.902777
